variant,seed,threshold,ap50,precision,recall,fp_image_rate,mean_preds_per_knotfree,mean_conf_fp,num_positive_images,num_knotfree_images,knotfree_fp_images,tp50,fp50_positive,fn50
p4_a4_combined,43,0.60,0.444414,0.896104,0.448052,0.013158,0.013158,0.663879,153,76,1,69,8,85
p4_a4_combined,43,0.65,0.324979,0.980000,0.318182,0.013158,0.013158,0.663879,153,76,1,49,1,105
p4_a4_combined,43,0.70,0.253333,1.000000,0.246753,0.000000,0.000000,nan,153,76,0,38,0,116
p4_a4_combined,43,0.75,0.213333,1.000000,0.207792,0.000000,0.000000,nan,153,76,0,32,0,122
p4_a4_combined,43,0.80,0.153333,1.000000,0.149351,0.000000,0.000000,nan,153,76,0,23,0,131
p4_a4_combined,43,0.85,0.073333,1.000000,0.071429,0.000000,0.000000,nan,153,76,0,11,0,143
p4_a4_combined,43,0.90,0.026667,1.000000,0.025974,0.000000,0.000000,nan,153,76,0,4,0,150
p4_a4_combined,43,0.95,0.000000,0.000000,0.000000,0.000000,0.000000,nan,153,76,0,0,0,154
p4_a4_combined,44,0.05,0.725205,0.245283,0.844156,0.355263,0.960526,0.095806,153,76,27,130,400,24
p4_a4_combined,44,0.10,0.722570,0.394495,0.837662,0.157895,0.236842,0.182560,153,76,12,129,198,25
p4_a4_combined,44,0.15,0.710331,0.514286,0.818182,0.078947,0.105263,0.261935,153,76,6,126,119,28
p4_a4_combined,44,0.20,0.684055,0.582524,0.779221,0.065789,0.065789,0.315431,153,76,5,120,86,34
p4_a4_combined,44,0.25,0.674440,0.624339,0.766234,0.026316,0.026316,0.444742,153,76,2,118,71,36
p4_a4_combined,44,0.30,0.658675,0.696970,0.746753,0.013158,0.013158,0.604566,153,76,1,115,50,39
p4_a4_combined,44,0.35,0.647858,0.743421,0.733766,0.013158,0.013158,0.604566,153,76,1,113,39,41
p4_a4_combined,44,0.40,0.623094,0.782609,0.701299,0.013158,0.013158,0.604566,153,76,1,108,30,46
p4_a4_combined,44,0.45,0.591834,0.822581,0.662338,0.013158,0.013158,0.604566,153,76,1,102,22,52
p4_a4_combined,44,0.50,0.498112,0.841584,0.551948,0.013158,0.013158,0.604566,153,76,1,85,16,69
p4_a4_combined,44,0.55,0.355254,0.878788,0.376623,0.013158,0.013158,0.604566,153,76,1,58,8,96
p4_a4_combined,44,0.60,0.214593,0.942857,0.214286,0.013158,0.013158,0.604566,153,76,1,33,2,121
p4_a4_combined,44,0.65,0.152778,0.958333,0.149351,0.000000,0.000000,nan,153,76,0,23,1,131
p4_a4_combined,44,0.70,0.100000,1.000000,0.097403,0.000000,0.000000,nan,153,76,0,15,0,139
p4_a4_combined,44,0.75,0.073333,1.000000,0.071429,0.000000,0.000000,nan,153,76,0,11,0,143
p4_a4_combined,44,0.80,0.033333,1.000000,0.032468,0.000000,0.000000,nan,153,76,0,5,0,149
p4_a4_combined,44,0.85,0.006667,1.000000,0.006494,0.000000,0.000000,nan,153,76,0,1,0,153
p4_a4_combined,44,0.90,0.000000,0.000000,0.000000,0.000000,0.000000,nan,153,76,0,0,0,154
p4_a4_combined,44,0.95,0.000000,0.000000,0.000000,0.000000,0.000000,nan,153,76,0,0,0,154
