dataset,variant,variant_label,seed,split,threshold,n_clean_images,fp_images,fp_image_rate,n_predictions,mean_predictions_per_clean_image,mean_false_confidence
vnwoodknot,a2_colorjitter,A2 colour jitter,42,val,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,val,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,val,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,val,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,val,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,test,0.05,75,1,0.013333333656191826,1,0.013333333333333334,0.18161293864250183
vnwoodknot,a2_colorjitter,A2 colour jitter,42,test,0.1,75,1,0.013333333656191826,1,0.013333333333333334,0.18161293864250183
vnwoodknot,a2_colorjitter,A2 colour jitter,42,test,0.15,75,1,0.013333333656191826,1,0.013333333333333334,0.18161293864250183
vnwoodknot,a2_colorjitter,A2 colour jitter,42,test,0.2,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,test,0.25,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,test,0.3,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,test,0.35,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,test,0.4,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,test,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,test,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,test,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,test,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,test,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,test,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,test,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,test,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,test,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,test,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,test,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,val,0.05,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,val,0.1,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,val,0.15,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,val,0.2,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,val,0.25,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,val,0.3,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,val,0.35,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,val,0.4,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,val,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,val,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,val,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,val,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,val,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,val,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,val,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,val,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,val,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,val,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,val,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,test,0.05,75,1,0.013333333656191826,1,0.013333333333333334,0.07367062568664551
vnwoodknot,a2_colorjitter,A2 colour jitter,43,test,0.1,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,test,0.15,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,test,0.2,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,test,0.25,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,test,0.3,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,test,0.35,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,test,0.4,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,test,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,test,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,test,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,test,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,test,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,test,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,test,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,test,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,test,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,test,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,43,test,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,val,0.05,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,val,0.1,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,val,0.15,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,val,0.2,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,val,0.25,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,val,0.3,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,val,0.35,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,val,0.4,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,val,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,val,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,val,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,val,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,val,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,val,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,val,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,val,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,val,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,val,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,val,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,test,0.05,75,1,0.013333333656191826,1,0.013333333333333334,0.059548862278461456
vnwoodknot,a2_colorjitter,A2 colour jitter,44,test,0.1,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,test,0.15,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,test,0.2,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,test,0.25,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,test,0.3,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,test,0.35,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,test,0.4,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,test,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,test,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,test,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,test,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,test,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,test,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,test,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,test,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,test,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,test,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,44,test,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,42,val,0.05,75,1,0.013333333656191826,1,0.013333333333333334,0.6696608662605286
vnwoodknot,p4_a4_combined,P4+A4 combined,42,val,0.1,75,1,0.013333333656191826,1,0.013333333333333334,0.6696608662605286
vnwoodknot,p4_a4_combined,P4+A4 combined,42,val,0.15,75,1,0.013333333656191826,1,0.013333333333333334,0.6696608662605286
vnwoodknot,p4_a4_combined,P4+A4 combined,42,val,0.2,75,1,0.013333333656191826,1,0.013333333333333334,0.6696608662605286
vnwoodknot,p4_a4_combined,P4+A4 combined,42,val,0.25,75,1,0.013333333656191826,1,0.013333333333333334,0.6696608662605286
vnwoodknot,p4_a4_combined,P4+A4 combined,42,val,0.3,75,1,0.013333333656191826,1,0.013333333333333334,0.6696608662605286
vnwoodknot,p4_a4_combined,P4+A4 combined,42,val,0.35,75,1,0.013333333656191826,1,0.013333333333333334,0.6696608662605286
vnwoodknot,p4_a4_combined,P4+A4 combined,42,val,0.4,75,1,0.013333333656191826,1,0.013333333333333334,0.6696608662605286
vnwoodknot,p4_a4_combined,P4+A4 combined,42,val,0.45,75,1,0.013333333656191826,1,0.013333333333333334,0.6696608662605286
vnwoodknot,p4_a4_combined,P4+A4 combined,42,val,0.5,75,1,0.013333333656191826,1,0.013333333333333334,0.6696608662605286
vnwoodknot,p4_a4_combined,P4+A4 combined,42,val,0.55,75,1,0.013333333656191826,1,0.013333333333333334,0.6696608662605286
vnwoodknot,p4_a4_combined,P4+A4 combined,42,val,0.6,75,1,0.013333333656191826,1,0.013333333333333334,0.6696608662605286
vnwoodknot,p4_a4_combined,P4+A4 combined,42,val,0.65,75,1,0.013333333656191826,1,0.013333333333333334,0.6696608662605286
vnwoodknot,p4_a4_combined,P4+A4 combined,42,val,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,42,val,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,42,val,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,42,val,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,42,val,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,42,val,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,42,test,0.05,75,1,0.013333333656191826,1,0.013333333333333334,0.16289310157299042
vnwoodknot,p4_a4_combined,P4+A4 combined,42,test,0.1,75,1,0.013333333656191826,1,0.013333333333333334,0.16289310157299042
vnwoodknot,p4_a4_combined,P4+A4 combined,42,test,0.15,75,1,0.013333333656191826,1,0.013333333333333334,0.16289310157299042
vnwoodknot,p4_a4_combined,P4+A4 combined,42,test,0.2,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,42,test,0.25,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,42,test,0.3,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,42,test,0.35,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,42,test,0.4,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,42,test,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,42,test,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,42,test,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,42,test,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,42,test,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,42,test,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,42,test,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,42,test,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,42,test,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,42,test,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,42,test,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,val,0.05,75,1,0.013333333656191826,1,0.013333333333333334,0.050679873675107956
vnwoodknot,p4_a4_combined,P4+A4 combined,43,val,0.1,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,val,0.15,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,val,0.2,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,val,0.25,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,val,0.3,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,val,0.35,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,val,0.4,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,val,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,val,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,val,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,val,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,val,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,val,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,val,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,val,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,val,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,val,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,val,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,test,0.05,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,test,0.1,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,test,0.15,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,test,0.2,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,test,0.25,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,test,0.3,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,test,0.35,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,test,0.4,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,test,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,test,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,test,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,test,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,test,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,test,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,test,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,test,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,test,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,test,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,43,test,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,val,0.05,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,val,0.1,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,val,0.15,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,val,0.2,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,val,0.25,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,val,0.3,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,val,0.35,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,val,0.4,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,val,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,val,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,val,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,val,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,val,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,val,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,val,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,val,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,val,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,val,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,val,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,test,0.05,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,test,0.1,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,test,0.15,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,test,0.2,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,test,0.25,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,test,0.3,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,test,0.35,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,test,0.4,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,test,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,test,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,test,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,test,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,test,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,test,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,test,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,test,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,test,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,test,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,p4_a4_combined,P4+A4 combined,44,test,0.95,75,0,0.0,0,0.0,nan
vsb_rarefirst,baseline,Baseline,42,val,0.05,2988,295,0.098728246986866,522,0.1746987951807229,0.19594352306990787
vsb_rarefirst,baseline,Baseline,42,val,0.1,2988,230,0.07697456330060959,331,0.1107764390896921,0.26828188512170426
vsb_rarefirst,baseline,Baseline,42,val,0.15,2988,184,0.06157965213060379,245,0.0819946452476573,0.31879666909879567
vsb_rarefirst,baseline,Baseline,42,val,0.2,2988,149,0.04986613243818283,186,0.06224899598393574,0.36531156878317556
vsb_rarefirst,baseline,Baseline,42,val,0.25,2988,127,0.042503345757722855,150,0.050200803212851405,0.3990648569663366
vsb_rarefirst,baseline,Baseline,42,val,0.3,2988,107,0.03580990806221962,119,0.03982597054886212,0.431838919134701
vsb_rarefirst,baseline,Baseline,42,val,0.35,2988,80,0.026773761957883835,89,0.029785809906291833,0.47006720237517624
vsb_rarefirst,baseline,Baseline,42,val,0.4,2988,61,0.020414993166923523,66,0.02208835341365462,0.5038772780786861
vsb_rarefirst,baseline,Baseline,42,val,0.45,2988,46,0.015394913032650948,48,0.01606425702811245,0.5348513685166836
vsb_rarefirst,baseline,Baseline,42,val,0.5,2988,31,0.010374832898378372,31,0.010374832663989291,0.5677219783106158
vsb_rarefirst,baseline,Baseline,42,val,0.55,2988,15,0.005020080134272575,15,0.0050200803212851405,0.611587659517924
vsb_rarefirst,baseline,Baseline,42,val,0.6,2988,6,0.00200803205370903,6,0.002008032128514056,0.6635673940181732
vsb_rarefirst,baseline,Baseline,42,val,0.65,2988,4,0.0013386880746111274,4,0.0013386880856760374,0.6808032840490341
vsb_rarefirst,baseline,Baseline,42,val,0.7,2988,1,0.00033467201865278184,1,0.00033467202141900936,0.719288170337677
vsb_rarefirst,baseline,Baseline,42,val,0.75,2988,0,0.0,0,0.0,nan
vsb_rarefirst,baseline,Baseline,42,val,0.8,2988,0,0.0,0,0.0,nan
vsb_rarefirst,baseline,Baseline,42,val,0.85,2988,0,0.0,0,0.0,nan
vsb_rarefirst,baseline,Baseline,42,val,0.9,2988,0,0.0,0,0.0,nan
vsb_rarefirst,baseline,Baseline,42,val,0.95,2988,0,0.0,0,0.0,nan
vsb_rarefirst,baseline,Baseline,42,test,0.05,2988,310,0.10374832898378372,564,0.18875502008032127,0.21912126485522546
vsb_rarefirst,baseline,Baseline,42,test,0.1,2988,250,0.08366800844669342,372,0.12449799196787148,0.2957639213531248
vsb_rarefirst,baseline,Baseline,42,test,0.15,2988,210,0.07028112560510635,281,0.09404283801874164,0.35164171913340425
vsb_rarefirst,baseline,Baseline,42,test,0.2,2988,172,0.05756358802318573,216,0.07228915662650602,0.40408106058560034
vsb_rarefirst,baseline,Baseline,42,test,0.25,2988,143,0.0478581003844738,172,0.05756358768406961,0.45024474588937535
vsb_rarefirst,baseline,Baseline,42,test,0.3,2988,120,0.0401606410741806,141,0.04718875502008032,0.4885094294734035
vsb_rarefirst,baseline,Baseline,42,test,0.35,2988,99,0.03313253074884415,112,0.03748326639892905,0.5307902278644698
vsb_rarefirst,baseline,Baseline,42,test,0.4,2988,87,0.029116466641426086,95,0.03179384203480589,0.5594818372475473
vsb_rarefirst,baseline,Baseline,42,test,0.45,2988,72,0.024096384644508362,77,0.025769745649263723,0.5905710234270467
vsb_rarefirst,baseline,Baseline,42,test,0.5,2988,60,0.0200803205370903,63,0.02108433734939759,0.614441556589944
vsb_rarefirst,baseline,Baseline,42,test,0.55,2988,44,0.01472556870430708,47,0.01572958500669344,0.6453926220853278
vsb_rarefirst,baseline,Baseline,42,test,0.6,2988,27,0.009036144241690636,30,0.010040160642570281,0.6847914576530456
vsb_rarefirst,baseline,Baseline,42,test,0.65,2988,19,0.006358768325299025,19,0.006358768406961178,0.7206327350516069
vsb_rarefirst,baseline,Baseline,42,test,0.7,2988,12,0.00401606410741806,12,0.004016064257028112,0.7430943101644516
vsb_rarefirst,baseline,Baseline,42,test,0.75,2988,6,0.00200803205370903,6,0.002008032128514056,0.7688159247239431
vsb_rarefirst,baseline,Baseline,42,test,0.8,2988,0,0.0,0,0.0,nan
vsb_rarefirst,baseline,Baseline,42,test,0.85,2988,0,0.0,0,0.0,nan
vsb_rarefirst,baseline,Baseline,42,test,0.9,2988,0,0.0,0,0.0,nan
vsb_rarefirst,baseline,Baseline,42,test,0.95,2988,0,0.0,0,0.0,nan
vsb_rarefirst,baseline,Baseline,43,val,0.05,2988,338,0.11311914026737213,597,0.19979919678714858,0.21701512188717748
vsb_rarefirst,baseline,Baseline,43,val,0.1,2988,259,0.08668005466461182,388,0.12985274431057564,0.29589042827947853
vsb_rarefirst,baseline,Baseline,43,val,0.15,2988,223,0.07463186234235764,304,0.10174029451137885,0.34251533433991044
vsb_rarefirst,baseline,Baseline,43,val,0.2,2988,195,0.06526104360818863,251,0.08400267737617136,0.3787335134834882
vsb_rarefirst,baseline,Baseline,43,val,0.25,2988,164,0.05488621070981026,202,0.06760374832663989,0.41659580967803994
vsb_rarefirst,baseline,Baseline,43,val,0.3,2988,143,0.0478581003844738,169,0.056559571619812586,0.4459413418755729
vsb_rarefirst,baseline,Baseline,43,val,0.35,2988,117,0.03915662690997124,131,0.043842034805890225,0.48203619563852557
vsb_rarefirst,baseline,Baseline,43,val,0.4,2988,94,0.03145917132496834,100,0.03346720214190094,0.5158612841367721
