dataset,variant,variant_label,seed,split,threshold,n_clean_images,fp_images,fp_image_rate,n_predictions,mean_predictions_per_clean_image,mean_false_confidence
vnwoodknot,p2_illumination,P2 illumination,43,test,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,43,test,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,43,test,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,43,test,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,43,test,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,43,test,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,43,test,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,43,test,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,43,test,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,val,0.05,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,val,0.1,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,val,0.15,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,val,0.2,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,val,0.25,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,val,0.3,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,val,0.35,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,val,0.4,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,val,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,val,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,val,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,val,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,val,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,val,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,val,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,val,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,val,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,val,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,val,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,test,0.05,75,1,0.013333333656191826,1,0.013333333333333334,0.08925993740558624
vnwoodknot,p2_illumination,P2 illumination,44,test,0.1,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,test,0.15,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,test,0.2,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,test,0.25,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,test,0.3,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,test,0.35,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,test,0.4,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,test,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,test,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,test,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,test,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,test,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,test,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,test,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,test,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,test,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,test,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,p2_illumination,P2 illumination,44,test,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,val,0.05,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,val,0.1,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,val,0.15,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,val,0.2,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,val,0.25,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,val,0.3,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,val,0.35,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,val,0.4,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,val,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,val,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,val,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,val,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,val,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,val,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,val,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,val,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,val,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,val,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,val,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,test,0.05,75,2,0.02666666731238365,2,0.02666666666666667,0.07066510803997517
vnwoodknot,p3_unsharp,P3 unsharp,42,test,0.1,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,test,0.15,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,test,0.2,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,test,0.25,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,test,0.3,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,test,0.35,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,test,0.4,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,test,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,test,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,test,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,test,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,test,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,test,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,test,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,test,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,test,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,test,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,42,test,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,val,0.05,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,val,0.1,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,val,0.15,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,val,0.2,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,val,0.25,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,val,0.3,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,val,0.35,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,val,0.4,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,val,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,val,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,val,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,val,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,val,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,val,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,val,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,val,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,val,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,val,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,val,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,test,0.05,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,test,0.1,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,test,0.15,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,test,0.2,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,test,0.25,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,test,0.3,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,test,0.35,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,test,0.4,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,test,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,test,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,test,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,test,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,test,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,test,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,test,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,test,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,test,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,test,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,43,test,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,val,0.05,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,val,0.1,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,val,0.15,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,val,0.2,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,val,0.25,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,val,0.3,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,val,0.35,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,val,0.4,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,val,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,val,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,val,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,val,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,val,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,val,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,val,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,val,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,val,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,val,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,val,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,test,0.05,75,1,0.013333333656191826,1,0.013333333333333334,0.0821995735168457
vnwoodknot,p3_unsharp,P3 unsharp,44,test,0.1,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,test,0.15,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,test,0.2,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,test,0.25,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,test,0.3,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,test,0.35,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,test,0.4,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,test,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,test,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,test,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,test,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,test,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,test,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,test,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,test,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,test,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,test,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,p3_unsharp,P3 unsharp,44,test,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,val,0.05,75,2,0.02666666731238365,2,0.02666666666666667,0.14617223292589188
vnwoodknot,a1_crop,A1 crop,42,val,0.1,75,1,0.013333333656191826,1,0.013333333333333334,0.2057083696126938
vnwoodknot,a1_crop,A1 crop,42,val,0.15,75,1,0.013333333656191826,1,0.013333333333333334,0.2057083696126938
vnwoodknot,a1_crop,A1 crop,42,val,0.2,75,1,0.013333333656191826,1,0.013333333333333334,0.2057083696126938
vnwoodknot,a1_crop,A1 crop,42,val,0.25,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,val,0.3,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,val,0.35,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,val,0.4,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,val,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,val,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,val,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,val,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,val,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,val,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,val,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,val,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,val,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,val,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,val,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,test,0.05,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,test,0.1,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,test,0.15,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,test,0.2,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,test,0.25,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,test,0.3,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,test,0.35,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,test,0.4,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,test,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,test,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,test,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,test,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,test,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,test,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,test,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,test,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,test,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,test,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,42,test,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,val,0.05,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,val,0.1,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,val,0.15,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,val,0.2,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,val,0.25,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,val,0.3,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,val,0.35,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,val,0.4,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,val,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,val,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,val,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,val,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,val,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,val,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,val,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,val,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,val,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,val,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,val,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,test,0.05,75,1,0.013333333656191826,1,0.013333333333333334,0.0800381526350975
vnwoodknot,a1_crop,A1 crop,43,test,0.1,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,test,0.15,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,test,0.2,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,test,0.25,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,test,0.3,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,test,0.35,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,test,0.4,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,test,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,test,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,test,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,test,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,test,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,test,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,test,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,test,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,test,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,test,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,43,test,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,val,0.05,75,3,0.03999999910593033,4,0.05333333333333334,0.0906500294804573
vnwoodknot,a1_crop,A1 crop,44,val,0.1,75,1,0.013333333656191826,1,0.013333333333333334,0.1169263944029808
vnwoodknot,a1_crop,A1 crop,44,val,0.15,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,val,0.2,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,val,0.25,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,val,0.3,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,val,0.35,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,val,0.4,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,val,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,val,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,val,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,val,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,val,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,val,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,val,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,val,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,val,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,val,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,val,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,test,0.05,75,2,0.02666666731238365,3,0.04,0.21922857935229936
vnwoodknot,a1_crop,A1 crop,44,test,0.1,75,1,0.013333333656191826,2,0.02666666666666667,0.29861822724342346
vnwoodknot,a1_crop,A1 crop,44,test,0.15,75,1,0.013333333656191826,1,0.013333333333333334,0.4477958381175995
vnwoodknot,a1_crop,A1 crop,44,test,0.2,75,1,0.013333333656191826,1,0.013333333333333334,0.4477958381175995
vnwoodknot,a1_crop,A1 crop,44,test,0.25,75,1,0.013333333656191826,1,0.013333333333333334,0.4477958381175995
vnwoodknot,a1_crop,A1 crop,44,test,0.3,75,1,0.013333333656191826,1,0.013333333333333334,0.4477958381175995
vnwoodknot,a1_crop,A1 crop,44,test,0.35,75,1,0.013333333656191826,1,0.013333333333333334,0.4477958381175995
vnwoodknot,a1_crop,A1 crop,44,test,0.4,75,1,0.013333333656191826,1,0.013333333333333334,0.4477958381175995
vnwoodknot,a1_crop,A1 crop,44,test,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,test,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,test,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,test,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,test,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,test,0.7,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,test,0.75,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,test,0.8,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,test,0.85,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,test,0.9,75,0,0.0,0,0.0,nan
vnwoodknot,a1_crop,A1 crop,44,test,0.95,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,val,0.05,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,val,0.1,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,val,0.15,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,val,0.2,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,val,0.25,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,val,0.3,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,val,0.35,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,val,0.4,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,val,0.45,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,val,0.5,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,val,0.55,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,val,0.6,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,val,0.65,75,0,0.0,0,0.0,nan
vnwoodknot,a2_colorjitter,A2 colour jitter,42,val,0.7,75,0,0.0,0,0.0,nan
