dataset,variant,variant_label,split,threshold,n_seeds,n_clean_images,fp_image_rate_mean,fp_image_rate_std,fp_image_rate_ci_lower,fp_image_rate_ci_upper,mean_predictions_per_clean_image_mean,mean_predictions_per_clean_image_std
vnwoodknot,a2_colorjitter,A2 colour jitter,test,0.85,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vnwoodknot,a2_colorjitter,A2 colour jitter,test,0.9,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vnwoodknot,a2_colorjitter,A2 colour jitter,test,0.95,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vnwoodknot,p4_a4_combined,P4+A4 combined,val,0.05,3,75,0.008888889104127884,0.0076980037755974475,0.0,0.02222222276031971,0.008888888888888889,0.007698003589195011
vnwoodknot,p4_a4_combined,P4+A4 combined,val,0.1,3,75,0.004444444552063942,0.0076980037755974475,0.0,0.013333333656191826,0.0044444444444444444,0.0076980035891950115
vnwoodknot,p4_a4_combined,P4+A4 combined,val,0.15,3,75,0.004444444552063942,0.0076980037755974475,0.0,0.013333333656191826,0.0044444444444444444,0.0076980035891950115
vnwoodknot,p4_a4_combined,P4+A4 combined,val,0.2,3,75,0.004444444552063942,0.0076980037755974475,0.0,0.013333333656191826,0.0044444444444444444,0.0076980035891950115
vnwoodknot,p4_a4_combined,P4+A4 combined,val,0.25,3,75,0.004444444552063942,0.0076980037755974475,0.0,0.013333333656191826,0.0044444444444444444,0.0076980035891950115
vnwoodknot,p4_a4_combined,P4+A4 combined,val,0.3,3,75,0.004444444552063942,0.0076980037755974475,0.0,0.013333333656191826,0.0044444444444444444,0.0076980035891950115
vnwoodknot,p4_a4_combined,P4+A4 combined,val,0.35,3,75,0.004444444552063942,0.0076980037755974475,0.0,0.013333333656191826,0.0044444444444444444,0.0076980035891950115
vnwoodknot,p4_a4_combined,P4+A4 combined,val,0.4,3,75,0.004444444552063942,0.0076980037755974475,0.0,0.013333333656191826,0.0044444444444444444,0.0076980035891950115
vnwoodknot,p4_a4_combined,P4+A4 combined,val,0.45,3,75,0.004444444552063942,0.0076980037755974475,0.0,0.013333333656191826,0.0044444444444444444,0.0076980035891950115
vnwoodknot,p4_a4_combined,P4+A4 combined,val,0.5,3,75,0.004444444552063942,0.0076980037755974475,0.0,0.013333333656191826,0.0044444444444444444,0.0076980035891950115
vnwoodknot,p4_a4_combined,P4+A4 combined,val,0.55,3,75,0.004444444552063942,0.0076980037755974475,0.0,0.013333333656191826,0.0044444444444444444,0.0076980035891950115
vnwoodknot,p4_a4_combined,P4+A4 combined,val,0.6,3,75,0.004444444552063942,0.0076980037755974475,0.0,0.013333333656191826,0.0044444444444444444,0.0076980035891950115
vnwoodknot,p4_a4_combined,P4+A4 combined,val,0.65,3,75,0.004444444552063942,0.0076980037755974475,0.0,0.013333333656191826,0.0044444444444444444,0.0076980035891950115
vnwoodknot,p4_a4_combined,P4+A4 combined,val,0.7,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vnwoodknot,p4_a4_combined,P4+A4 combined,val,0.75,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vnwoodknot,p4_a4_combined,P4+A4 combined,val,0.8,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vnwoodknot,p4_a4_combined,P4+A4 combined,val,0.85,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vnwoodknot,p4_a4_combined,P4+A4 combined,val,0.9,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vnwoodknot,p4_a4_combined,P4+A4 combined,val,0.95,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vnwoodknot,p4_a4_combined,P4+A4 combined,test,0.05,3,75,0.004444444552063942,0.0076980037755974475,0.0,0.013333333656191826,0.0044444444444444444,0.0076980035891950115
vnwoodknot,p4_a4_combined,P4+A4 combined,test,0.1,3,75,0.004444444552063942,0.0076980037755974475,0.0,0.013333333656191826,0.0044444444444444444,0.0076980035891950115
vnwoodknot,p4_a4_combined,P4+A4 combined,test,0.15,3,75,0.004444444552063942,0.0076980037755974475,0.0,0.013333333656191826,0.0044444444444444444,0.0076980035891950115
vnwoodknot,p4_a4_combined,P4+A4 combined,test,0.2,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vnwoodknot,p4_a4_combined,P4+A4 combined,test,0.25,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vnwoodknot,p4_a4_combined,P4+A4 combined,test,0.3,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vnwoodknot,p4_a4_combined,P4+A4 combined,test,0.35,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vnwoodknot,p4_a4_combined,P4+A4 combined,test,0.4,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vnwoodknot,p4_a4_combined,P4+A4 combined,test,0.45,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vnwoodknot,p4_a4_combined,P4+A4 combined,test,0.5,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vnwoodknot,p4_a4_combined,P4+A4 combined,test,0.55,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vnwoodknot,p4_a4_combined,P4+A4 combined,test,0.6,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vnwoodknot,p4_a4_combined,P4+A4 combined,test,0.65,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vnwoodknot,p4_a4_combined,P4+A4 combined,test,0.7,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vnwoodknot,p4_a4_combined,P4+A4 combined,test,0.75,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vnwoodknot,p4_a4_combined,P4+A4 combined,test,0.8,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vnwoodknot,p4_a4_combined,P4+A4 combined,test,0.85,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vnwoodknot,p4_a4_combined,P4+A4 combined,test,0.9,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vnwoodknot,p4_a4_combined,P4+A4 combined,test,0.95,3,75,0.0,0.0,0.0,0.0,0.0,0.0
vsb_rarefirst,baseline,Baseline,val,0.05,3,2988,0.11033020913600922,0.010489355992767024,0.10029005259275436,0.1204819306731224,0.19678714859437751,0.020746966184509854
vsb_rarefirst,baseline,Baseline,val,0.1,3,2988,0.08534136414527893,0.007784272073418691,0.07663989067077637,0.09448906779289246,0.1284024988844266,0.016947539145412194
vsb_rarefirst,baseline,Baseline,val,0.15,3,2988,0.07173137118419011,0.00905678073856421,0.06358768045902252,0.08009817451238632,0.09839357429718876,0.015008090578834442
vsb_rarefirst,baseline,Baseline,val,0.2,3,2988,0.06091030935446421,0.009635997794250246,0.05343596637248993,0.06871932744979858,0.07775546630968318,0.01351318152957912
vsb_rarefirst,baseline,Baseline,val,0.25,3,2988,0.05131637553373972,0.007678030562265852,0.0442882664501667,0.05834449082612991,0.06224899598393574,0.010455488187291369
vsb_rarefirst,baseline,Baseline,val,0.3,3,2988,0.043730478733778,0.006861456205839468,0.03748326748609543,0.05031235897913575,0.05064703257474342,0.009384750907205757
vsb_rarefirst,baseline,Baseline,val,0.35,3,2988,0.035698349277178444,0.007793859268486079,0.0301204826682806,0.04161089286208153,0.040160642570281124,0.009110212576182195
vsb_rarefirst,baseline,Baseline,val,0.4,3,2988,0.028000892450412113,0.006578100445936866,0.022980812937021255,0.03313253074884415,0.030901383311021866,0.00785113266841272
vsb_rarefirst,baseline,Baseline,val,0.45,3,2988,0.020861222719152767,0.005079228976367013,0.016730812797322872,0.025211961939930916,0.022646140116019634,0.006370500461967531
vsb_rarefirst,baseline,Baseline,val,0.5,3,2988,0.013833110531171164,0.003701620007283725,0.010486390441656113,0.017514502629637718,0.014837126282909415,0.004899641065595214
vsb_rarefirst,baseline,Baseline,val,0.55,3,2988,0.009370816250642141,0.0038011433294808917,0.006804998032748699,0.012159750796854496,0.009817045961624275,0.004237710824012177
vsb_rarefirst,baseline,Baseline,val,0.6,3,2988,0.004796965668598811,0.0024669059724160176,0.0030120480805635452,0.00691655557602644,0.0049085229808121375,0.0025340956473896806
vsb_rarefirst,baseline,Baseline,val,0.65,3,2988,0.002565818799970051,0.0011753294892859277,0.0013386880746111274,0.004127621650695801,0.002565818830879072,0.0011753295128126662
vsb_rarefirst,baseline,Baseline,val,0.7,3,2988,0.0008924587067061415,0.0005112199496445272,0.00033467201865278184,0.0016733601223677397,0.000892458723784025,0.0005112199570454976
vsb_rarefirst,baseline,Baseline,val,0.75,3,2988,0.0004462293485024323,0.000511219936942574,0.0001115573468268849,0.0008924587746150792,0.0004462293618920125,0.0005112199570454976
vsb_rarefirst,baseline,Baseline,val,0.8,3,2988,0.00011155733955092728,0.00019322298005941906,0.0,0.00033467201865278184,0.00011155734047300312,0.00019322298165650126
vsb_rarefirst,baseline,Baseline,val,0.85,3,2988,0.0,0.0,0.0,0.0,0.0,0.0
vsb_rarefirst,baseline,Baseline,val,0.9,3,2988,0.0,0.0,0.0,0.0,0.0,0.0
vsb_rarefirst,baseline,Baseline,val,0.95,3,2988,0.0,0.0,0.0,0.0,0.0,0.0
vsb_rarefirst,baseline,Baseline,test,0.05,3,2988,0.11233824243148167,0.007530738458089971,0.1017402932047844,0.12327086180448532,0.20850066934404282,0.017335235390187248
vsb_rarefirst,baseline,Baseline,test,0.1,3,2988,0.09147702157497406,0.006771079699531237,0.08199465274810791,0.10107094794511795,0.14190093708165996,0.015307358267776804
vsb_rarefirst,baseline,Baseline,test,0.15,3,2988,0.078090138733387,0.006836926681680878,0.06950023006647825,0.08679161220788956,0.10954930834448907,0.013455036231258113
vsb_rarefirst,baseline,Baseline,test,0.2,3,2988,0.06671128918727239,0.008096941348561709,0.058790720999240875,0.07485498487949371,0.08824185631414547,0.013824560845008072
vsb_rarefirst,baseline,Baseline,test,0.25,3,2988,0.05734047293663025,0.008495219911736204,0.05020080506801605,0.06470326334238052,0.07251227130745203,0.013156200792329821
vsb_rarefirst,baseline,Baseline,test,0.3,3,2988,0.04897367209196091,0.00803445347265218,0.042503345757722855,0.05589022859930992,0.05979473449352967,0.011071187879440515
vsb_rarefirst,baseline,Baseline,test,0.35,3,2988,0.041722445438305535,0.007663428960922548,0.0354752354323864,0.04819276947528124,0.048973672467648374,0.010064302375074998
vsb_rarefirst,baseline,Baseline,test,0.4,3,2988,0.035809906820456185,0.00594925948377064,0.0301204826682806,0.04194556176662445,0.04038375725122713,0.007530740219427788
vsb_rarefirst,baseline,Baseline,test,0.45,3,2988,0.030343597133954365,0.005410244718699664,0.024988846853375435,0.03592146560549736,0.033355644801427935,0.006645859441591468
vsb_rarefirst,baseline,Baseline,test,0.5,3,2988,0.024431057274341583,0.003945725399242026,0.019634094089269638,0.02945113740861416,0.025435073627844713,0.003945724940612985
vsb_rarefirst,baseline,Baseline,test,0.55,3,2988,0.01885319035500288,0.0036097032307399906,0.014837127178907394,0.023203928023576736,0.019745649263721552,0.003494078483571134
vsb_rarefirst,baseline,Baseline,test,0.6,3,2988,0.012494421874483427,0.0035153838968048357,0.00914770271629095,0.01606425642967224,0.012940651494868362,0.003018239459720812
vsb_rarefirst,baseline,Baseline,test,0.65,3,2988,0.008366800689448914,0.002008032286539678,0.005689424462616444,0.011267291381955147,0.008366800535475234,0.0020080321285140565
vsb_rarefirst,baseline,Baseline,test,0.7,3,2988,0.004462293504426877,0.0007728919874500936,0.002565818838775158,0.006693440489470959,0.004462293618920124,0.0007728919266260051
vsb_rarefirst,baseline,Baseline,test,0.75,3,2988,0.002008032131319245,0.000334672047756619,0.0008924587746150792,0.003346720477566123,0.002008032128514056,0.0003346720214190094
vsb_rarefirst,baseline,Baseline,test,0.8,3,2988,0.00011155733955092728,0.00019322298005941906,0.0,0.00033467201865278184,0.00011155734047300312,0.00019322298165650126
vsb_rarefirst,baseline,Baseline,test,0.85,3,2988,0.0,0.0,0.0,0.0,0.0,0.0
vsb_rarefirst,baseline,Baseline,test,0.9,3,2988,0.0,0.0,0.0,0.0,0.0,0.0
vsb_rarefirst,baseline,Baseline,test,0.95,3,2988,0.0,0.0,0.0,0.0,0.0,0.0
vsb_rarefirst,p1_clahe,P1 CLAHE,val,0.05,3,2988,0.11557340373595555,0.006388058503052668,0.10542168468236923,0.1259482353925705,0.20638107987505577,0.00715707939863697
vsb_rarefirst,p1_clahe,P1 CLAHE,val,0.1,3,2988,0.0901383285721143,0.006317534747442837,0.08099063485860825,0.09939759224653244,0.13743864346273985,0.00496774745163149
vsb_rarefirst,p1_clahe,P1 CLAHE,val,0.15,3,2988,0.07530120511849721,0.0034940805537848557,0.066822849214077,0.08400268107652664,0.10319053993752789,0.0022283561306825268
vsb_rarefirst,p1_clahe,P1 CLAHE,val,0.2,3,2988,0.06180276721715927,0.00038644666584922074,0.05399375781416893,0.06972333788871765,0.08065595716198126,0.0020357304318267145
vsb_rarefirst,p1_clahe,P1 CLAHE,val,0.25,3,2988,0.0524319497247537,0.0007728911809010849,0.04551539570093155,0.05979473516345024,0.06526104417670683,0.0006693440428380201
vsb_rarefirst,p1_clahe,P1 CLAHE,val,0.3,3,2988,0.04451137905319532,0.002526717270849841,0.03815260902047157,0.05131638050079346,0.0534359660865685,0.0008422394506103022
vsb_rarefirst,p1_clahe,P1 CLAHE,val,0.35,3,2988,0.036702364683151245,0.0015091187557033914,0.030901383608579636,0.042838018387556076,0.043395805443998216,0.0013933507359211053
vsb_rarefirst,p1_clahe,P1 CLAHE,val,0.4,3,2988,0.030343595892190933,0.0012670469291771037,0.025100402534008026,0.035812696907669264,0.03491744756804998,0.003163196536983004
vsb_rarefirst,p1_clahe,P1 CLAHE,val,0.45,3,2988,0.024542614817619324,0.0018432293988826227,0.01974564976990223,0.02956269681453705,0.02777777777777778,0.0033965500552517484
vsb_rarefirst,p1_clahe,P1 CLAHE,val,0.5,3,2988,0.018630075578888256,0.0030367373666494776,0.01472556870430708,0.022869255393743515,0.020414993306559572,0.004016064257028112
vsb_rarefirst,p1_clahe,P1 CLAHE,val,0.55,3,2988,0.013944667764008045,0.0015815986803537877,0.010597947984933853,0.017514502629637718,0.01494868362338242,0.0019030256703739385
vsb_rarefirst,p1_clahe,P1 CLAHE,val,0.6,3,2988,0.008255242990950743,0.0024669057091918755,0.005912539549171925,0.010821063071489334,0.008701472556894244,0.0026563768183379423
vsb_rarefirst,p1_clahe,P1 CLAHE,val,0.65,3,2988,0.003235162856678168,0.0013525609876394395,0.0017849175492301583,0.0049085235223174095,0.0033467202141900937,0.0012066771336894208
vsb_rarefirst,p1_clahe,P1 CLAHE,val,0.7,3,2988,0.0015618027343104284,0.00038644592651262944,0.0005577867268584669,0.0026773761492222548,0.0015618027666220436,0.0003864459633130024
vsb_rarefirst,p1_clahe,P1 CLAHE,val,0.75,3,2988,0.0004462293485024323,0.000511219936942574,0.0,0.001115573337301612,0.0004462293618920125,0.0005112199570454976
vsb_rarefirst,p1_clahe,P1 CLAHE,val,0.8,3,2988,0.0,0.0,0.0,0.0,0.0,0.0
vsb_rarefirst,p1_clahe,P1 CLAHE,val,0.85,3,2988,0.0,0.0,0.0,0.0,0.0,0.0
vsb_rarefirst,p1_clahe,P1 CLAHE,val,0.9,3,2988,0.0,0.0,0.0,0.0,0.0,0.0
vsb_rarefirst,p1_clahe,P1 CLAHE,val,0.95,3,2988,0.0,0.0,0.0,0.0,0.0,0.0
vsb_rarefirst,p1_clahe,P1 CLAHE,test,0.05,3,2988,0.11122266699870427,0.005034933231432508,0.1009593978524208,0.1218206137418747,0.214413208389112,0.004617180295978331
vsb_rarefirst,p1_clahe,P1 CLAHE,test,0.1,3,2988,0.09158857663472493,0.0059899147174734945,0.08210620284080505,0.10151718556880951,0.14881749219098617,0.006137681706148561
vsb_rarefirst,p1_clahe,P1 CLAHE,test,0.15,3,2988,0.07875948399305344,0.00764880054458718,0.06994645297527313,0.08779563009738922,0.11568496207050424,0.00895729726289417
vsb_rarefirst,p1_clahe,P1 CLAHE,test,0.2,3,2988,0.07050423820813496,0.004543822031282664,0.06213743984699249,0.07909415662288666,0.09504685408299866,0.007028112449799201
vsb_rarefirst,p1_clahe,P1 CLAHE,test,0.25,3,2988,0.06325301279624303,0.005630056653267606,0.055441205948591234,0.07139670103788376,0.08054439982150825,0.006219259198914034
vsb_rarefirst,p1_clahe,P1 CLAHE,test,0.3,3,2988,0.05544399842619896,0.004876726598686496,0.048078422993421556,0.06291834264993668,0.06715751896474788,0.00670458688144432
vsb_rarefirst,p1_clahe,P1 CLAHE,test,0.35,3,2988,0.047858099142710366,0.004997720402739403,0.04105310142040253,0.054774656891822815,0.055778670236501564,0.005895676154272115
vsb_rarefirst,p1_clahe,P1 CLAHE,test,0.4,3,2988,0.04016064231594404,0.004376403971434057,0.03402499109506607,0.046519409865140915,0.04529228023203927,0.005199098704922376
vsb_rarefirst,p1_clahe,P1 CLAHE,test,0.45,3,2988,0.030789826065301895,0.0034940784128763055,0.025546632707118988,0.03637048462405797,0.03391343150379295,0.003878924286192262
vsb_rarefirst,p1_clahe,P1 CLAHE,test,0.5,3,2988,0.02409638526539008,0.0027394088733296205,0.019410977140069008,0.029116466641426086,0.02610441767068273,0.003681392235609102
vsb_rarefirst,p1_clahe,P1 CLAHE,test,0.55,3,2988,0.01807228910426299,0.002194591361213153,0.014056225307285786,0.022311469539999962,0.019187862561356538,0.003036737525394066
vsb_rarefirst,p1_clahe,P1 CLAHE,test,0.6,3,2988,0.012382864952087402,0.0014588017155214225,0.009036144241690636,0.01595270074903965,0.013163766175814369,0.0018432297681680392
vsb_rarefirst,p1_clahe,P1 CLAHE,test,0.65,3,2988,0.008143685758113861,0.0020173071122437953,0.00546630984172225,0.011044176295399666,0.008255243195002232,0.0021775124158794215
vsb_rarefirst,p1_clahe,P1 CLAHE,test,0.7,3,2988,0.0041276215730855865,0.0012670478004098349,0.002454261528328061,0.006135653238743544,0.004127621597501116,0.0012670478236948403
vsb_rarefirst,p1_clahe,P1 CLAHE,test,0.75,3,2988,0.0013386880552085738,0.0006693440082017334,0.0004462293873075396,0.002454261528328061,0.0013386880856760374,0.0006693440428380186
vsb_rarefirst,p1_clahe,P1 CLAHE,test,0.8,3,2988,0.00011155733955092728,0.00019322298005941906,0.0,0.00033467201865278184,0.00011155734047300312,0.00019322298165650126
vsb_rarefirst,p1_clahe,P1 CLAHE,test,0.85,3,2988,0.0,0.0,0.0,0.0,0.0,0.0
vsb_rarefirst,p1_clahe,P1 CLAHE,test,0.9,3,2988,0.0,0.0,0.0,0.0,0.0,0.0
vsb_rarefirst,p1_clahe,P1 CLAHE,test,0.95,3,2988,0.0,0.0,0.0,0.0,0.0,0.0
vsb_rarefirst,p2_illumination,P2 illumination,val,0.05,3,2988,0.11601963390906651,0.00995239130823634,0.10586792193353176,0.12628291584551335,0.20995091477019187,0.022202993783127054
vsb_rarefirst,p2_illumination,P2 illumination,val,0.1,3,2988,0.09236947943766911,0.009860052666795677,0.08299866318702698,0.10185184367001057,0.14357429718875503,0.014895724956002606
vsb_rarefirst,p2_illumination,P2 illumination,val,0.15,3,2988,0.07641677806774776,0.006073477607190212,0.0679384171962738,0.08511825650930405,0.10575635876840696,0.009530810485875596
vsb_rarefirst,p2_illumination,P2 illumination,val,0.2,3,2988,0.0638107992708683,0.003250513445801022,0.05622490122914314,0.07184293121099472,0.08099062918340026,0.005053436703661814
vsb_rarefirst,p2_illumination,P2 illumination,val,0.25,3,2988,0.053770637760559716,0.005368679448562214,0.046854082494974136,0.06091030687093735,0.06470325747434182,0.00670458688144432
vsb_rarefirst,p2_illumination,P2 illumination,val,0.3,3,2988,0.04618473971883456,0.005259783882348891,0.0396028608083725,0.052878178842365745,0.0535475234270415,0.005949259984816325
vsb_rarefirst,p2_illumination,P2 illumination,val,0.35,3,2988,0.03815261026223501,0.004389182722426306,0.032463185489177704,0.04417670518159866,0.04317269076305221,0.0039457249406129845
vsb_rarefirst,p2_illumination,P2 illumination,val,0.4,3,2988,0.030566711599628132,0.0034184626722039103,0.02554662898182869,0.0360330231487751,0.03435966086568496,0.0029996273225677706
vsb_rarefirst,p2_illumination,P2 illumination,val,0.45,3,2988,0.023761713256438572,0.0014588020360115092,0.019187863916158676,0.028670238330960274,0.026215975011155735,0.00038644596331300127
vsb_rarefirst,p2_illumination,P2 illumination,val,0.5,3,2988,0.017068273077408474,0.000885459493138165,0.013163766823709011,0.021195895969867706,0.018295403837572513,0.0005112199570454987
vsb_rarefirst,p2_illumination,P2 illumination,val,0.55,3,2988,0.010597947364052137,0.000842239563150581,0.007585899438709021,0.01383311115205288,0.01137884872824632,0.0008854589394459806
vsb_rarefirst,p2_illumination,P2 illumination,val,0.6,3,2988,0.006135653704404831,0.001843229863903823,0.00401606410741806,0.008589915931224823,0.006247211066488175,0.001650897878954567
vsb_rarefirst,p2_illumination,P2 illumination,val,0.65,3,2988,0.0032351629148858287,0.002511898813155051,0.0017849175492301583,0.004908523056656122,0.0032351628737170906,0.0025118987615345163
vsb_rarefirst,p2_illumination,P2 illumination,val,0.7,3,2988,0.0010040160559583455,0.0006693440518574794,0.0002231146936537698,0.00200803205370903,0.001004016064257028,0.0006693440428380187
vsb_rarefirst,p2_illumination,P2 illumination,val,0.75,3,2988,0.0,0.0,0.0,0.0,0.0,0.0
vsb_rarefirst,p2_illumination,P2 illumination,val,0.8,3,2988,0.0,0.0,0.0,0.0,0.0,0.0
vsb_rarefirst,p2_illumination,P2 illumination,val,0.85,3,2988,0.0,0.0,0.0,0.0,0.0,0.0
vsb_rarefirst,p2_illumination,P2 illumination,val,0.9,3,2988,0.0,0.0,0.0,0.0,0.0,0.0
vsb_rarefirst,p2_illumination,P2 illumination,val,0.95,3,2988,0.0,0.0,0.0,0.0,0.0,0.0
vsb_rarefirst,p2_illumination,P2 illumination,test,0.05,3,2988,0.11657742162545522,0.007463509326319415,0.10609102994203568,0.12728692591190338,0.22289156626506024,0.016982750276258736
vsb_rarefirst,p2_illumination,P2 illumination,test,0.1,3,2988,0.09605087091525395,0.007841615132884226,0.08668005466461182,0.10620259493589401,0.15439535921463632,0.014612308337202154
vsb_rarefirst,p2_illumination,P2 illumination,test,0.15,3,2988,0.0827755481004715,0.006612064029891582,0.07373940199613571,0.09192324448376894,0.11836233824185631,0.009895959854370862
vsb_rarefirst,p2_illumination,P2 illumination,test,0.2,3,2988,0.07206604381402333,0.006431742982327226,0.06369644924998284,0.08076751977205276,0.09526996876394467,0.00849522149196605
vsb_rarefirst,p2_illumination,P2 illumination,test,0.25,3,2988,0.06336457033952077,0.00480733213423043,0.05566711705178022,0.07139670103788376,0.07920571173583223,0.006645859441591466
vsb_rarefirst,p2_illumination,P2 illumination,test,0.3,3,2988,0.054551538079977036,0.00401606410741806,0.04718875512480736,0.06213743984699249,0.06548415885765284,0.005023797523069036
vsb_rarefirst,p2_illumination,P2 illumination,test,0.35,3,2988,0.04785809790094694,0.0031925677499024412,0.04116465896368027,0.05488621070981026,0.05488621151271754,0.003525988538437997
vsb_rarefirst,p2_illumination,P2 illumination,test,0.4,3,2988,0.04071843003233274,0.002923993923694268,0.034471217542886734,0.04730030912905932,0.04551539491298527,0.0038011434710845215
vsb_rarefirst,p2_illumination,P2 illumination,test,0.45,3,2988,0.03302097258468469,0.0028463521402035527,0.027219992130994797,0.038933511823415756,0.03625613565372601,0.0041576629079839835
vsb_rarefirst,p2_illumination,P2 illumination,test,0.5,3,2988,0.026662203793724377,0.0022780656214007274,0.02175368182361126,0.0319054014980793,0.0285586791610888,0.0030367375253940653
vsb_rarefirst,p2_illumination,P2 illumination,test,0.55,3,2988,0.018853190044562023,0.0022780656214007274,0.014837127178907394,0.023092368617653847,0.01996876394466756,0.0027051217431910174
vsb_rarefirst,p2_illumination,P2 illumination,test,0.6,3,2988,0.012940651426712671,0.0033689573891054845,0.009705488570034504,0.016398929059505463,0.013609995537706381,0.0036864595363360797
vsb_rarefirst,p2_illumination,P2 illumination,test,0.65,3,2988,0.00803212852527698,0.0030673196280064205,0.00546630984172225,0.010821063071489334,0.008143685854529228,0.0028854344391739317
vsb_rarefirst,p2_illumination,P2 illumination,test,0.7,3,2988,0.004350736271589994,0.00177091784225404,0.002565818838775158,0.006358768325299025,0.004350736278447122,0.0017709178788919613
vsb_rarefirst,p2_illumination,P2 illumination,test,0.75,3,2988,0.0014502453753569473,0.0009661148666908865,0.0004462293873075396,0.0026773761492222548,0.0014502454261490405,0.0009661149082825062
vsb_rarefirst,p2_illumination,P2 illumination,test,0.8,3,2988,0.0,0.0,0.0,0.0,0.0,0.0
vsb_rarefirst,p2_illumination,P2 illumination,test,0.85,3,2988,0.0,0.0,0.0,0.0,0.0,0.0
vsb_rarefirst,p2_illumination,P2 illumination,test,0.9,3,2988,0.0,0.0,0.0,0.0,0.0,0.0
vsb_rarefirst,p2_illumination,P2 illumination,test,0.95,3,2988,0.0,0.0,0.0,0.0,0.0,0.0
vsb_rarefirst,p3_unsharp,P3 unsharp,val,0.05,3,2988,0.10798750569423039,0.004807329367899505,0.09828202426433563,0.11836233753710985,0.19533690316822847,0.008034452289170383
vsb_rarefirst,p3_unsharp,P3 unsharp,val,0.1,3,2988,0.08578759431838989,0.003434805838483426,0.07663989067077637,0.09504685550928116,0.13029897367246765,0.008213681452119573
vsb_rarefirst,p3_unsharp,P3 unsharp,val,0.15,3,2988,0.071842926243941,0.0030915690251990527,0.06358768045902252,0.08043284714221954,0.10062472110664882,0.007907991342457506
vsb_rarefirst,p3_unsharp,P3 unsharp,val,0.2,3,2988,0.061468093345562615,0.005451490412738528,0.05377063900232315,0.06927710771560669,0.07797858099062918,0.009316874770465234
vsb_rarefirst,p3_unsharp,P3 unsharp,val,0.25,3,2988,0.05232039342323939,0.0061921866349530395,0.04529228433966637,0.05957162007689476,0.06347612672913877,0.008020499539499638
vsb_rarefirst,p3_unsharp,P3 unsharp,val,0.3,3,2988,0.043618919948736824,0.005895676122613169,0.03703703731298447,0.05031236261129379,0.050758589915216416,0.007456003931953122
vsb_rarefirst,p3_unsharp,P3 unsharp,val,0.35,3,2988,0.03636769391596317,0.005420585028300747,0.030566712748259305,0.04216867685317993,0.04094154395359215,0.005895676154272115
vsb_rarefirst,p3_unsharp,P3 unsharp,val,0.4,3,2988,0.029228024184703827,0.006008583400796816,0.024096384644508362,0.03469433635473251,0.03235162873717091,0.0063352391184742
vsb_rarefirst,p3_unsharp,P3 unsharp,val,0.45,3,2988,0.02353859879076481,0.005563345416194011,0.018964748829603195,0.02822400820441544,0.025211958946898705,0.0053686789002748625
vsb_rarefirst,p3_unsharp,P3 unsharp,val,0.5,3,2988,0.017737617405752342,0.0052597832897625105,0.013944667764008045,0.02186523750424385,0.018406961178045515,0.005053436703661813
vsb_rarefirst,p3_unsharp,P3 unsharp,val,0.55,3,2988,0.011378848925232887,0.002859439025104855,0.008475568541325631,0.014614012092351913,0.011713520749665328,0.002859439004457005
vsb_rarefirst,p3_unsharp,P3 unsharp,val,0.6,3,2988,0.006135653704404831,0.0016844789104269447,0.00401606410741806,0.008366800844669342,0.006247211066488175,0.001843229768168039
vsb_rarefirst,p3_unsharp,P3 unsharp,val,0.65,3,2988,0.0032351627790679536,0.0013525607764004117,0.0017849175492301583,0.004908523056656122,0.00323516287371709,0.0013525608715955085
vsb_rarefirst,p3_unsharp,P3 unsharp,val,0.7,3,2988,0.0012271307253589232,0.0001932229968625234,0.0004462293873075396,0.0022311469074338675,0.0012271307452030344,0.00019322298165650129
vsb_rarefirst,p3_unsharp,P3 unsharp,val,0.75,3,2988,0.00011155733955092728,0.00019322298005941906,0.0,0.00033467201865278184,0.00011155734047300312,0.00019322298165650126
vsb_rarefirst,p3_unsharp,P3 unsharp,val,0.8,3,2988,0.0,0.0,0.0,0.0,0.0,0.0
vsb_rarefirst,p3_unsharp,P3 unsharp,val,0.85,3,2988,0.0,0.0,0.0,0.0,0.0,0.0
