dataset,variant,seed,epsilon,selected_threshold,validation_fp_rate,test_n_clean,test_fp_images,test_fp_rate,test_false_detections,test_fppi,n_retained,n_targets,tp50,fp50,fn50,precision,recall,mAP50
vsb_rarefirst,a1_crop,42,0.05,0.4,0.030455153949129853,2988,131,0.043842034805890225,144,0.04819277108433735,1128,1173,859,269,314,0.7615248226950354,0.73231031543052,0.7134885589477724
vsb_rarefirst,a1_crop,43,0.05,0.4,0.0535475234270415,2988,195,0.06526104417670683,227,0.07597054886211513,1197,1173,875,322,298,0.7309941520467836,0.7459505541346974,0.7187017387481606
vsb_rarefirst,a1_crop,44,0.05,0.4,0.05856760374832664,2988,201,0.06726907630522089,234,0.0783132530120482,1172,1173,888,284,285,0.757679180887372,0.7570332480818415,0.7233999974558047
vsb_rarefirst,a2_colorjitter,42,0.0,0.8,0.0,2988,2,0.0006693440428380187,2,0.0006693440428380187,263,1173,248,15,925,0.9429657794676806,0.21142369991474852,0.23682395942737194
vsb_rarefirst,a2_colorjitter,43,0.0,0.8,0.0,2988,0,0.0,0,0.0,274,1173,253,21,920,0.9233576642335767,0.21568627450980393,0.25023447653609493
vsb_rarefirst,a2_colorjitter,44,0.0,0.8,0.0,2988,0,0.0,0,0.0,168,1173,163,5,1010,0.9702380952380952,0.13895993179880647,0.16204584574644157
vsb_rarefirst,a2_colorjitter,42,0.01,0.6,0.008032128514056224,2988,39,0.013052208835341365,41,0.013721552878179385,766,1173,660,106,513,0.8616187989556136,0.5626598465473146,0.5910844770009472
vsb_rarefirst,a2_colorjitter,43,0.01,0.6,0.007697456492637216,2988,43,0.014390896921017403,44,0.014725568942436412,781,1173,686,95,487,0.8783610755441741,0.5848252344416027,0.6084349641873209
vsb_rarefirst,a2_colorjitter,44,0.01,0.6,0.0023427041499330657,2988,26,0.008701472556894244,26,0.008701472556894244,633,1173,557,76,616,0.8799368088467614,0.47485080988917305,0.528273770096417
vsb_rarefirst,a2_colorjitter,42,0.02,0.45,0.02108433734939759,2988,95,0.03179384203480589,104,0.03480589022757698,1032,1173,821,211,352,0.7955426356589147,0.6999147485080989,0.6895216901679572
vsb_rarefirst,a2_colorjitter,43,0.02,0.45,0.025100401606425703,2988,112,0.03748326639892905,122,0.040829986613119144,1027,1173,833,194,340,0.8111002921129503,0.7101449275362319,0.6884661528364291
vsb_rarefirst,a2_colorjitter,44,0.02,0.45,0.013386880856760375,2988,59,0.019745649263721552,64,0.0214190093708166,963,1173,764,199,409,0.7933541017653167,0.6513213981244672,0.6651168156858054
vsb_rarefirst,a2_colorjitter,42,0.05,0.3,0.04350736278447122,2988,157,0.05254350736278447,183,0.06124497991967871,1272,1173,912,360,261,0.7169811320754716,0.7774936061381074,0.7360300725142106
vsb_rarefirst,a2_colorjitter,43,0.05,0.3,0.04484605087014726,2988,167,0.055890227576974566,203,0.0679384203480589,1240,1173,911,329,262,0.7346774193548387,0.7766410912190963,0.735276222321246
vsb_rarefirst,a2_colorjitter,44,0.05,0.3,0.04116465863453815,2988,146,0.048862115127175365,179,0.05990629183400268,1261,1173,885,376,288,0.7018239492466296,0.7544757033248082,0.7253552902016036
vsb_rarefirst,p4_a4_combined,42,0.0,0.8,0.0,2988,1,0.00033467202141900936,1,0.00033467202141900936,295,1173,274,21,899,0.9288135593220339,0.23358908780903667,0.26181145715768206
vsb_rarefirst,p4_a4_combined,43,0.0,0.8,0.0,2988,0,0.0,0,0.0,182,1173,174,8,999,0.9560439560439561,0.1483375959079284,0.1857558963055588
vsb_rarefirst,p4_a4_combined,44,0.0,0.8,0.0,2988,0,0.0,0,0.0,209,1173,198,11,975,0.9473684210526315,0.16879795396419436,0.20839900645802287
vsb_rarefirst,p4_a4_combined,42,0.01,0.65,0.013721552878179385,2988,58,0.019410977242302542,58,0.019410977242302542,745,1173,647,98,526,0.8684563758389262,0.5515771526001705,0.5814500825571082
vsb_rarefirst,p4_a4_combined,43,0.01,0.65,0.004016064257028112,2988,21,0.007028112449799197,22,0.007362784471218206,592,1173,531,61,642,0.8969594594594594,0.45268542199488493,0.5143831745384442
vsb_rarefirst,p4_a4_combined,44,0.01,0.65,0.004016064257028112,2988,20,0.006693440428380187,20,0.006693440428380187,658,1173,575,83,598,0.8738601823708206,0.49019607843137253,0.5287487424917848
vsb_rarefirst,p4_a4_combined,42,0.02,0.6,0.025435073627844713,2988,93,0.03112449799196787,98,0.03279785809906292,860,1173,715,145,458,0.8313953488372093,0.6095481670929241,0.6200752218144416
vsb_rarefirst,p4_a4_combined,43,0.02,0.6,0.008032128514056224,2988,37,0.012382864792503346,40,0.013386880856760375,723,1173,618,105,555,0.8547717842323651,0.5268542199488491,0.5754143865155272
vsb_rarefirst,p4_a4_combined,44,0.02,0.6,0.007362784471218206,2988,39,0.013052208835341365,40,0.013386880856760375,788,1173,666,122,507,0.8451776649746193,0.5677749360613811,0.5883204015588029
vsb_rarefirst,p4_a4_combined,42,0.05,0.45,0.0679384203480589,2988,210,0.07028112449799197,250,0.08366800535475234,1144,1173,848,296,325,0.7412587412587412,0.7229326513213982,0.697596131391108
vsb_rarefirst,p4_a4_combined,43,0.05,0.45,0.04250334672021419,2988,149,0.0498661311914324,175,0.05856760374832664,1075,1173,822,253,351,0.7646511627906977,0.7007672634271099,0.6991812350387862
vsb_rarefirst,p4_a4_combined,44,0.05,0.45,0.03145917001338688,2988,124,0.041499330655957165,141,0.04718875502008032,1107,1173,816,291,357,0.7371273712737128,0.6956521739130435,0.6819407569373374
