dataset,variant,seed,threshold,class_id,class_name,rank,confidence,cumulative_tp,cumulative_fp,precision,recall,n_targets_class
vnwoodknot,p2_illumination,44,0.15,0,live_knot,92,0.3046247959136963,67,25,0.7282608695652174,0.8481012658227848,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,93,0.3044986426830292,67,26,0.7204301075268817,0.8481012658227848,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,94,0.30150702595710754,67,27,0.7127659574468085,0.8481012658227848,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,95,0.30016088485717773,67,28,0.7052631578947368,0.8481012658227848,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,96,0.29517069458961487,67,29,0.6979166666666666,0.8481012658227848,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,97,0.29445919394493103,67,30,0.6907216494845361,0.8481012658227848,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,98,0.29277753829956055,67,31,0.6836734693877551,0.8481012658227848,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,99,0.28940248489379883,67,32,0.6767676767676768,0.8481012658227848,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,100,0.2883775532245636,67,33,0.67,0.8481012658227848,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,101,0.28037598729133606,67,34,0.6633663366336634,0.8481012658227848,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,102,0.2758282721042633,67,35,0.6568627450980392,0.8481012658227848,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,103,0.27290579676628113,68,35,0.6601941747572816,0.8607594936708861,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,104,0.26873213052749634,68,36,0.6538461538461539,0.8607594936708861,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,105,0.2678292989730835,68,37,0.6476190476190476,0.8607594936708861,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,106,0.2674279808998108,68,38,0.6415094339622641,0.8607594936708861,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,107,0.26438766717910767,68,39,0.6355140186915887,0.8607594936708861,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,108,0.26423078775405884,68,40,0.6296296296296297,0.8607594936708861,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,109,0.2636667788028717,68,41,0.6238532110091743,0.8607594936708861,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,110,0.2571825385093689,69,41,0.6272727272727273,0.8734177215189873,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,111,0.2565999925136566,69,42,0.6216216216216216,0.8734177215189873,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,112,0.252902626991272,69,43,0.6160714285714286,0.8734177215189873,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,113,0.25112006068229675,70,43,0.6194690265486725,0.8860759493670886,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,114,0.24826310575008392,71,43,0.6228070175438597,0.8987341772151899,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,115,0.24730058014392853,71,44,0.6173913043478261,0.8987341772151899,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,116,0.2444072961807251,71,45,0.6120689655172413,0.8987341772151899,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,117,0.24368110299110413,71,46,0.6068376068376068,0.8987341772151899,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,118,0.24148991703987122,72,46,0.6101694915254238,0.9113924050632911,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,119,0.24051441252231598,72,47,0.6050420168067226,0.9113924050632911,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,120,0.23762482404708862,72,48,0.6,0.9113924050632911,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,121,0.2294521927833557,72,49,0.5950413223140496,0.9113924050632911,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,122,0.22470639646053314,72,50,0.5901639344262295,0.9113924050632911,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,123,0.21676155924797058,72,51,0.5853658536585366,0.9113924050632911,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,124,0.21656374633312225,72,52,0.5806451612903226,0.9113924050632911,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,125,0.21466463804244995,72,53,0.576,0.9113924050632911,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,126,0.21445675194263458,72,54,0.5714285714285714,0.9113924050632911,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,127,0.2092747986316681,72,55,0.5669291338582677,0.9113924050632911,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,128,0.20710742473602295,72,56,0.5625,0.9113924050632911,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,129,0.20583511888980865,72,57,0.5581395348837209,0.9113924050632911,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,130,0.20379586517810822,72,58,0.5538461538461539,0.9113924050632911,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,131,0.20294614136219025,72,59,0.549618320610687,0.9113924050632911,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,132,0.20260360836982727,72,60,0.5454545454545454,0.9113924050632911,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,133,0.20123390853405,72,61,0.5413533834586466,0.9113924050632911,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,134,0.20086267590522766,72,62,0.5373134328358209,0.9113924050632911,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,135,0.19582383334636688,72,63,0.5333333333333333,0.9113924050632911,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,136,0.193963885307312,73,63,0.5367647058823529,0.9240506329113924,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,137,0.19003748893737793,73,64,0.5328467153284672,0.9240506329113924,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,138,0.18682913482189178,73,65,0.5289855072463768,0.9240506329113924,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,139,0.18588887155056,73,66,0.5251798561151079,0.9240506329113924,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,140,0.1845030039548874,73,67,0.5214285714285715,0.9240506329113924,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,141,0.1804465800523758,73,68,0.5177304964539007,0.9240506329113924,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,142,0.1754569709300995,73,69,0.5140845070422535,0.9240506329113924,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,143,0.17442277073860168,73,70,0.5104895104895105,0.9240506329113924,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,144,0.17271438241004944,73,71,0.5069444444444444,0.9240506329113924,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,145,0.17257815599441528,73,72,0.503448275862069,0.9240506329113924,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,146,0.16383197903633118,73,73,0.5,0.9240506329113924,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,147,0.16309453547000885,73,74,0.4965986394557823,0.9240506329113924,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,148,0.16193480789661407,73,75,0.49324324324324326,0.9240506329113924,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,149,0.16147299110889435,73,76,0.4899328859060403,0.9240506329113924,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,150,0.160051628947258,73,77,0.4866666666666667,0.9240506329113924,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,151,0.15989354252815247,73,78,0.48344370860927155,0.9240506329113924,79
vnwoodknot,p2_illumination,44,0.15,0,live_knot,152,0.15442009270191193,74,78,0.4868421052631579,0.9367088607594937,79
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,1,0.9605724215507507,1,0,1.0,0.013157894736842105,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,2,0.9519263505935669,2,0,1.0,0.02631578947368421,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,3,0.9487590789794922,3,0,1.0,0.039473684210526314,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,4,0.9469563364982605,4,0,1.0,0.05263157894736842,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,5,0.9331562519073486,5,0,1.0,0.06578947368421052,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,6,0.9283639788627625,6,0,1.0,0.07894736842105263,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,7,0.9279345273971558,7,0,1.0,0.09210526315789473,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,8,0.9255473613739014,8,0,1.0,0.10526315789473684,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,9,0.9247406125068665,9,0,1.0,0.11842105263157894,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,10,0.9188856482505798,10,0,1.0,0.13157894736842105,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,11,0.9185345768928528,11,0,1.0,0.14473684210526316,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,12,0.9091694355010986,12,0,1.0,0.15789473684210525,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,13,0.9049469232559204,13,0,1.0,0.17105263157894737,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,14,0.8980777859687805,14,0,1.0,0.18421052631578946,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,15,0.8878936767578125,15,0,1.0,0.19736842105263158,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,16,0.8761503100395203,16,0,1.0,0.21052631578947367,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,17,0.8590943813323975,17,0,1.0,0.2236842105263158,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,18,0.8504768013954163,18,0,1.0,0.23684210526315788,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,19,0.8482571244239807,19,0,1.0,0.25,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,20,0.8447012901306152,20,0,1.0,0.2631578947368421,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,21,0.8382225632667542,21,0,1.0,0.27631578947368424,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,22,0.828539252281189,22,0,1.0,0.2894736842105263,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,23,0.8238363862037659,23,0,1.0,0.3026315789473684,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,24,0.8222827315330505,24,0,1.0,0.3157894736842105,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,25,0.8169993162155151,25,0,1.0,0.32894736842105265,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,26,0.8058289289474487,26,0,1.0,0.34210526315789475,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,27,0.8016744256019592,27,0,1.0,0.35526315789473684,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,28,0.7835003733634949,28,0,1.0,0.3684210526315789,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,29,0.7817007899284363,29,0,1.0,0.3815789473684211,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,30,0.7793363332748413,30,0,1.0,0.39473684210526316,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,31,0.7630866169929504,31,0,1.0,0.40789473684210525,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,32,0.7497895359992981,32,0,1.0,0.42105263157894735,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,33,0.7455313801765442,33,0,1.0,0.4342105263157895,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,34,0.7430129051208496,34,0,1.0,0.4473684210526316,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,35,0.7407756447792053,34,1,0.9714285714285714,0.4473684210526316,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,36,0.7287001609802246,35,1,0.9722222222222222,0.4605263157894737,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,37,0.7208647131919861,36,1,0.972972972972973,0.47368421052631576,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,38,0.7135164737701416,37,1,0.9736842105263158,0.4868421052631579,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,39,0.7068612575531006,38,1,0.9743589743589743,0.5,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,40,0.7021622061729431,39,1,0.975,0.5131578947368421,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,41,0.691344141960144,40,1,0.975609756097561,0.5263157894736842,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,42,0.6691399812698364,41,1,0.9761904761904762,0.5394736842105263,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,43,0.665279746055603,42,1,0.9767441860465116,0.5526315789473685,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,44,0.6629197597503662,43,1,0.9772727272727273,0.5657894736842105,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,45,0.6416117548942566,43,2,0.9555555555555556,0.5657894736842105,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,46,0.638349175453186,43,3,0.9347826086956522,0.5657894736842105,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,47,0.6295773386955261,43,4,0.9148936170212766,0.5657894736842105,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,48,0.6289083361625671,44,4,0.9166666666666666,0.5789473684210527,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,49,0.6265287399291992,44,5,0.8979591836734694,0.5789473684210527,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,50,0.6147944331169128,45,5,0.9,0.5921052631578947,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,51,0.6116291880607605,46,5,0.9019607843137255,0.6052631578947368,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,52,0.601065456867218,47,5,0.9038461538461539,0.618421052631579,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,53,0.5962247252464294,48,5,0.9056603773584906,0.631578947368421,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,54,0.5867867469787598,48,6,0.8888888888888888,0.631578947368421,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,55,0.5852033495903015,49,6,0.8909090909090909,0.6447368421052632,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,56,0.5778266787528992,49,7,0.875,0.6447368421052632,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,57,0.5668771266937256,50,7,0.8771929824561403,0.6578947368421053,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,58,0.5628751516342163,51,7,0.8793103448275862,0.6710526315789473,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,59,0.5518176555633545,52,7,0.8813559322033898,0.6842105263157895,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,60,0.5491060614585876,52,8,0.8666666666666667,0.6842105263157895,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,61,0.5482485294342041,53,8,0.8688524590163934,0.6973684210526315,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,62,0.5209178328514099,53,9,0.8548387096774194,0.6973684210526315,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,63,0.5203740000724792,54,9,0.8571428571428571,0.7105263157894737,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,64,0.4820185899734497,55,9,0.859375,0.7236842105263158,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,65,0.462909996509552,56,9,0.8615384615384616,0.7368421052631579,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,66,0.4543133080005646,56,10,0.8484848484848485,0.7368421052631579,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,67,0.43678051233291626,57,10,0.8507462686567164,0.75,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,68,0.43224990367889404,57,11,0.8382352941176471,0.75,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,69,0.43134286999702454,58,11,0.8405797101449275,0.7631578947368421,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,70,0.4252054691314697,59,11,0.8428571428571429,0.7763157894736842,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,71,0.41730523109436035,59,12,0.8309859154929577,0.7763157894736842,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,72,0.40576785802841187,59,13,0.8194444444444444,0.7763157894736842,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,73,0.4007363021373749,59,14,0.8082191780821918,0.7763157894736842,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,74,0.392927885055542,59,15,0.7972972972972973,0.7763157894736842,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,75,0.3836359977722168,60,15,0.8,0.7894736842105263,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,76,0.38267040252685547,61,15,0.8026315789473685,0.8026315789473685,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,77,0.3808095455169678,61,16,0.7922077922077922,0.8026315789473685,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,78,0.3802596926689148,62,16,0.7948717948717948,0.8157894736842105,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,79,0.3674260973930359,63,16,0.7974683544303798,0.8289473684210527,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,80,0.3616367280483246,64,16,0.8,0.8421052631578947,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,81,0.3548646867275238,64,17,0.7901234567901234,0.8421052631578947,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,82,0.35279515385627747,64,18,0.7804878048780488,0.8421052631578947,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,83,0.35107508301734924,65,18,0.7831325301204819,0.8552631578947368,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,84,0.34809061884880066,66,18,0.7857142857142857,0.868421052631579,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,85,0.3429451286792755,67,18,0.788235294117647,0.881578947368421,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,86,0.3253563344478607,67,19,0.7790697674418605,0.881578947368421,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,87,0.3224618136882782,67,20,0.7701149425287356,0.881578947368421,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,88,0.3014555275440216,68,20,0.7727272727272727,0.8947368421052632,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,89,0.2892158031463623,68,21,0.7640449438202247,0.8947368421052632,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,90,0.27499157190322876,68,22,0.7555555555555555,0.8947368421052632,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,91,0.2547149360179901,68,23,0.7472527472527473,0.8947368421052632,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,92,0.25245726108551025,68,24,0.7391304347826086,0.8947368421052632,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,93,0.24944476783275604,68,25,0.7311827956989247,0.8947368421052632,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,94,0.24846453964710236,68,26,0.723404255319149,0.8947368421052632,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,95,0.24793292582035065,68,27,0.7157894736842105,0.8947368421052632,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,96,0.24330224096775055,68,28,0.7083333333333334,0.8947368421052632,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,97,0.23995961248874664,68,29,0.7010309278350515,0.8947368421052632,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,98,0.23568934202194214,69,29,0.7040816326530612,0.9078947368421053,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,99,0.23545362055301666,69,30,0.696969696969697,0.9078947368421053,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,100,0.23486772179603577,69,31,0.69,0.9078947368421053,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,101,0.22130469977855682,70,31,0.693069306930693,0.9210526315789473,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,102,0.2204921543598175,70,32,0.6862745098039216,0.9210526315789473,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,103,0.21922671794891357,70,33,0.6796116504854369,0.9210526315789473,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,104,0.20897676050662994,70,34,0.6730769230769231,0.9210526315789473,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,105,0.20882149040699005,70,35,0.6666666666666666,0.9210526315789473,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,106,0.20561912655830383,70,36,0.660377358490566,0.9210526315789473,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,107,0.2037605196237564,70,37,0.6542056074766355,0.9210526315789473,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,108,0.19121596217155457,70,38,0.6481481481481481,0.9210526315789473,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,109,0.1849164366722107,70,39,0.6422018348623854,0.9210526315789473,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,110,0.17749592661857605,70,40,0.6363636363636364,0.9210526315789473,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,111,0.17738226056098938,70,41,0.6306306306306306,0.9210526315789473,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,112,0.17426350712776184,70,42,0.625,0.9210526315789473,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,113,0.16053535044193268,70,43,0.6194690265486725,0.9210526315789473,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,114,0.16017094254493713,70,44,0.6140350877192983,0.9210526315789473,76
vnwoodknot,p2_illumination,44,0.15,1,dead_knot,115,0.1515558809041977,70,45,0.6086956521739131,0.9210526315789473,76
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,1,0.6435621976852417,1,0,1.0,0.012658227848101266,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,2,0.600373387336731,2,0,1.0,0.02531645569620253,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,3,0.599641740322113,2,1,0.6666666666666666,0.02531645569620253,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,4,0.5866032242774963,2,2,0.5,0.02531645569620253,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,5,0.5839237570762634,3,2,0.6,0.0379746835443038,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,6,0.5744885206222534,4,2,0.6666666666666666,0.05063291139240506,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,7,0.5741197466850281,4,3,0.5714285714285714,0.05063291139240506,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,8,0.5709876418113708,5,3,0.625,0.06329113924050633,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,9,0.5675321817398071,6,3,0.6666666666666666,0.0759493670886076,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,10,0.5663530230522156,7,3,0.7,0.08860759493670886,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,11,0.5605630278587341,8,3,0.7272727272727273,0.10126582278481013,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,12,0.5581392645835876,9,3,0.75,0.11392405063291139,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,13,0.5568376183509827,10,3,0.7692307692307693,0.12658227848101267,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,14,0.5555242300033569,11,3,0.7857142857142857,0.13924050632911392,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,15,0.549055814743042,12,3,0.8,0.1518987341772152,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,16,0.5472145676612854,13,3,0.8125,0.16455696202531644,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,17,0.546889066696167,14,3,0.8235294117647058,0.17721518987341772,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,18,0.5465033650398254,15,3,0.8333333333333334,0.189873417721519,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,19,0.5464610457420349,16,3,0.8421052631578947,0.20253164556962025,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,20,0.5456633567810059,16,4,0.8,0.20253164556962025,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,21,0.5444729924201965,17,4,0.8095238095238095,0.21518987341772153,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,22,0.5377589464187622,18,4,0.8181818181818182,0.22784810126582278,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,23,0.5349055528640747,19,4,0.8260869565217391,0.24050632911392406,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,24,0.532292902469635,20,4,0.8333333333333334,0.25316455696202533,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,25,0.5300078392028809,21,4,0.84,0.26582278481012656,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,26,0.5280716419219971,22,4,0.8461538461538461,0.27848101265822783,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,27,0.5279535055160522,22,5,0.8148148148148148,0.27848101265822783,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,28,0.5278176069259644,23,5,0.8214285714285714,0.2911392405063291,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,29,0.5254252552986145,24,5,0.8275862068965517,0.3037974683544304,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,30,0.521199643611908,25,5,0.8333333333333334,0.31645569620253167,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,31,0.5197446346282959,26,5,0.8387096774193549,0.3291139240506329,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,32,0.5193857550621033,27,5,0.84375,0.34177215189873417,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,33,0.5159931778907776,28,5,0.8484848484848485,0.35443037974683544,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,34,0.5158935785293579,29,5,0.8529411764705882,0.3670886075949367,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,35,0.5093901753425598,29,6,0.8285714285714286,0.3670886075949367,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,36,0.5090370178222656,29,7,0.8055555555555556,0.3670886075949367,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,37,0.508141040802002,29,8,0.7837837837837838,0.3670886075949367,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,38,0.5040192008018494,30,8,0.7894736842105263,0.379746835443038,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,39,0.5018603801727295,31,8,0.7948717948717948,0.3924050632911392,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,40,0.4983994960784912,32,8,0.8,0.4050632911392405,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,41,0.49827101826667786,33,8,0.8048780487804879,0.4177215189873418,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,42,0.48913171887397766,34,8,0.8095238095238095,0.43037974683544306,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,43,0.4871012270450592,34,9,0.7906976744186046,0.43037974683544306,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,44,0.4867965579032898,35,9,0.7954545454545454,0.4430379746835443,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,45,0.4823669493198395,35,10,0.7777777777777778,0.4430379746835443,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,46,0.4802979826927185,36,10,0.782608695652174,0.45569620253164556,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,47,0.47519469261169434,37,10,0.7872340425531915,0.46835443037974683,79
vnwoodknot,p3_unsharp,42,0.05,0,live_knot,48,0.47173988819122314,38,10,0.7916666666666666,0.4810126582278481,79
