variant,variant_label,tau_star,precision_mean,precision_std,retained_recall_mean,retained_recall_std,retained_AP50_mean,retained_AP50_std
baseline,Baseline,0.6,0.914008,0.02618999406261867,0.3569893333333334,0.036685543969434804,0.3574116666666667,0.03745110337938436
p2_illumination,P2 illumination,0.25,0.656931,0.030594005164410885,0.8645160000000001,0.012902999999999998,0.7804843333333333,0.024799214913648632
a1_crop,A1 crop,0.5,0.784388,0.02594619812226831,0.5505373333333333,0.037248329967037905,0.4900896666666667,0.025249785827474544
a2_colorjitter,A2 colour jitter,0.2,0.5848043333333334,0.037152577573209285,0.9118279999999999,0.03553254530708433,0.7876693333333332,0.044255015222382774
p4_a4_combined,P4+A4 combined,0.45,0.837136,0.030812925339863472,0.7419353333333333,0.0682773922271006,0.680241,0.07669314848798427
